system	functional	call	action	probe_defect	probe_stderr	defect_score	full_defect	replicate_defect	energy_defect_Ha	ace_rank	operator_memory_MiB	exx_call_time_s	probes_used
Si2	PBE0	27	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	4	0.18193817138671875	0.03452983	0
Si2	PBE0	28	reuse	1.091832188048875e-6	0.0	1.091832188048875e-6	NaN	NaN	NaN	4	0.18193817138671875	0.009260258	1
Si2	PBE0	29	reuse	1.115635158523368e-6	0.0	1.115635158523368e-6	NaN	NaN	NaN	4	0.18193817138671875	0.009276501	1
C2	PBE0	1	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	4	0.07622528076171875	0.00650734	0
C2	PBE0	2	rebuild	0.011379943239197514	0.0	0.011379943239197514	NaN	NaN	NaN	6	0.11446380615234375	0.011202042	1
C2	PBE0	3	reuse	0.001921284819249353	0.0	0.001921284819249353	NaN	NaN	NaN	6	0.11446380615234375	0.00204196	1
C2	PBE0	4	reuse	0.002258754516822186	0.0	0.002258754516822186	NaN	NaN	NaN	6	0.11446380615234375	0.002080469	1
C2	PBE0	5	reuse	0.002172477878575691	0.0	0.002172477878575691	NaN	NaN	NaN	6	0.11446380615234375	0.002134383	1
C2	PBE0	6	reuse	0.0021466104790496088	0.0	0.0021466104790496088	NaN	NaN	NaN	6	0.11446380615234375	0.002097827	1
C2	PBE0	7	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	6	0.11446380615234375	0.011469208	0
C2	PBE0	8	reuse	0.00026661340042731074	0.0	0.00026661340042731074	NaN	NaN	NaN	6	0.11446380615234375	0.005142941	1
C2	PBE0	9	reuse	0.0002762478069849078	0.0	0.0002762478069849078	NaN	NaN	NaN	6	0.11446380615234375	0.002120566	1
C2	PBE0	10	reuse	0.0002883935616258573	0.0	0.0002883935616258573	NaN	NaN	NaN	6	0.11446380615234375	0.002103128	1
C2	PBE0	11	reuse	0.00029823624364153545	0.0	0.00029823624364153545	NaN	NaN	NaN	6	0.11446380615234375	0.00207226	1
C2	PBE0	12	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	6	0.11446380615234375	0.011752153	0
C2	PBE0	13	reuse	3.599153358935092e-5	0.0	3.599153358935092e-5	NaN	NaN	NaN	6	0.11446380615234375	0.002127369	1
C2	PBE0	14	reuse	3.8727850447304515e-5	0.0	3.8727850447304515e-5	NaN	NaN	NaN	6	0.11446380615234375	0.002109567	1
C2	PBE0	15	reuse	4.0718391169297005e-5	0.0	4.0718391169297005e-5	NaN	NaN	NaN	6	0.11446380615234375	0.003522099	1
C2	PBE0	16	reuse	4.2075186832337815e-5	0.0	4.2075186832337815e-5	NaN	NaN	NaN	6	0.11446380615234375	0.00208898	1
C2	PBE0	17	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	6	0.11446380615234375	0.01120043	0
C2	PBE0	18	reuse	4.883851571053075e-6	0.0	4.883851571053075e-6	NaN	NaN	NaN	6	0.11446380615234375	0.002090719	1
C2	PBE0	19	reuse	5.121442359824393e-6	0.0	5.121442359824393e-6	NaN	NaN	NaN	6	0.11446380615234375	0.002034845	1
C2	PBE0	20	reuse	5.289335930643578e-6	0.0	5.289335930643578e-6	NaN	NaN	NaN	6	0.11446380615234375	0.002069691	1
C2	PBE0	21	reuse	5.404293773720578e-6	0.0	5.404293773720578e-6	NaN	NaN	NaN	6	0.11446380615234375	0.003134883	1
C2	PBE0	22	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	6	0.11446380615234375	0.010975435	0
C2	PBE0	23	reuse	6.048444021737055e-7	0.0	6.048444021737055e-7	NaN	NaN	NaN	6	0.11446380615234375	0.001873866	1
C2	PBE0	24	reuse	6.222407696886538e-7	0.0	6.222407696886538e-7	NaN	NaN	NaN	6	0.11446380615234375	0.001696173	1
C2	PBE0	25	reuse	6.370592438026545e-7	0.0	6.370592438026545e-7	NaN	NaN	NaN	6	0.11446380615234375	0.001726477	1
C2	PBE0	26	reuse	6.486643254789665e-7	0.0	6.486643254789665e-7	NaN	NaN	NaN	6	0.11446380615234375	0.001739086	1
C2	PBE0	27	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	6	0.11446380615234375	0.010022271	0
MgO2	PBE0	1	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.061711155	0
MgO2	PBE0	2	rebuild	0.004111521203255233	0.0	0.004111521203255233	NaN	NaN	NaN	8	0.24388885498046875	0.092392387	1
