 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.89578000E+01  0.42371504E+06  0.42965560E+06  0.44362563E+06  0.16985525E+05  0.23147368E+05  0.27237434E+05
  0.89623000E+01  0.42124308E+06  0.42712740E+06  0.44105110E+06  0.16994057E+05  0.26483326E+05  0.30804345E+05
  0.89667000E+01  0.41854924E+06  0.42437937E+06  0.43816834E+06  0.18176331E+05  0.28739302E+05  0.34004801E+05
  0.89712000E+01  0.41563806E+06  0.42146528E+06  0.43512282E+06  0.18185453E+05  0.31498128E+05  0.36370905E+05
  0.89757000E+01  0.41259984E+06  0.41832686E+06  0.43185772E+06  0.19298261E+05  0.33425568E+05  0.39128912E+05
  0.89801000E+01  0.40937630E+06  0.41505363E+06  0.42841102E+06  0.19307721E+05  0.35833613E+05  0.41209912E+05
  0.89846000E+01  0.40602289E+06  0.41160109E+06  0.42483635E+06  0.20362323E+05  0.37546269E+05  0.43672318E+05
  0.89890000E+01  0.40252686E+06  0.40800576E+06  0.42107125E+06  0.20372295E+05  0.39186893E+05  0.45553837E+05
  0.89935000E+01  0.39894534E+06  0.40432416E+06  0.41716946E+06  0.20382494E+05  0.40764988E+05  0.47364636E+05
  0.89979000E+01  0.39521420E+06  0.40054458E+06  0.41316767E+06  0.20392466E+05  0.41792119E+05  0.48686345E+05
  0.90024000E+01  0.39144414E+06  0.39667314E+06  0.40907215E+06  0.21398495E+05  0.43280587E+05  0.50390864E+05
  0.90068000E+01  0.38762516E+06  0.39275101E+06  0.40487064E+06  0.21408954E+05  0.44253541E+05  0.51640340E+05
  0.90113000E+01  0.38376458E+06  0.38878556E+06  0.40067292E+06  0.21419650E+05  0.45207873E+05  0.52863198E+05
  0.90157000E+01  0.37990738E+06  0.38476663E+06  0.39641752E+06  0.21430109E+05  0.46143775E+05  0.54060126E+05
  0.90202000E+01  0.37606241E+06  0.38081100E+06  0.39216485E+06  0.21440805E+05  0.47063334E+05  0.54854341E+05
  0.90247000E+01  0.37222584E+06  0.37686104E+06  0.38796445E+06  0.22405363E+05  0.47967016E+05  0.55638731E+05
  0.90291000E+01  0.36839401E+06  0.37291297E+06  0.38375958E+06  0.22416287E+05  0.48424714E+05  0.56413084E+05
  0.90336000E+01  0.36463305E+06  0.36903223E+06  0.37961414E+06  0.22427459E+05  0.48879513E+05  0.57179024E+05
  0.90380000E+01  0.36093726E+06  0.36527040E+06  0.37552182E+06  0.22438382E+05  0.49330432E+05  0.57572418E+05
  0.90425000E+01  0.35737594E+06  0.36152380E+06  0.37154973E+06  0.22449554E+05  0.49778649E+05  0.57964500E+05
  0.90469000E+01  0.35388620E+06  0.35790239E+06  0.36763670E+06  0.22460478E+05  0.50223156E+05  0.58713139E+05
  0.90514000E+01  0.35047851E+06  0.35441860E+06  0.36385111E+06  0.22471650E+05  0.50665141E+05  0.58742343E+05
  0.90558000E+01  0.34720840E+06  0.35100907E+06  0.36018926E+06  0.22482574E+05  0.50689770E+05  0.59128172E+05
  0.90603000E+01  0.34402687E+06  0.34774487E+06  0.35666362E+06  0.22493746E+05  0.51128966E+05  0.59512858E+05
  0.90647000E+01  0.34099092E+06  0.34456161E+06  0.35327075E+06  0.22504670E+05  0.51153796E+05  0.59541759E+05
  0.90692000E+01  0.33811268E+06  0.34159334E+06  0.34996263E+06  0.21557277E+05  0.51179190E+05  0.59571318E+05
  0.90737000E+01  0.33539286E+06  0.33871770E+06  0.34685993E+06  0.21567974E+05  0.51204584E+05  0.59600876E+05
  0.90781000E+01  0.33276866E+06  0.33605972E+06  0.34390362E+06  0.21578432E+05  0.51229414E+05  0.59629778E+05
  0.90826000E+01  0.33031431E+06  0.33350583E+06  0.34116785E+06  0.21589129E+05  0.51254809E+05  0.59659336E+05
  0.90870000E+01  0.32802681E+06  0.33111540E+06  0.33852581E+06  0.21599587E+05  0.51279639E+05  0.59688237E+05
  0.90915000E+01  0.32591757E+06  0.32889997E+06  0.33605081E+06  0.21610284E+05  0.50889601E+05  0.59717796E+05
  0.90959000E+01  0.32391779E+06  0.32679131E+06  0.33373962E+06  0.21620742E+05  0.50914230E+05  0.59389997E+05
  0.91004000E+01  0.32210315E+06  0.32493011E+06  0.33160368E+06  0.21631439E+05  0.50939418E+05  0.59419379E+05
  0.91048000E+01  0.32047020E+06  0.32318245E+06  0.32963956E+06  0.21641898E+05  0.50964047E+05  0.59448108E+05
  0.91093000E+01  0.31896263E+06  0.32155775E+06  0.32785826E+06  0.20644938E+05  0.50569565E+05  0.59118106E+05
  0.91137000E+01  0.31764270E+06  0.32011779E+06  0.32625606E+06  0.20654910E+05  0.50593991E+05  0.59146662E+05
  0.91182000E+01  0.31645293E+06  0.31887274E+06  0.32477768E+06  0.20665109E+05  0.50195375E+05  0.58813931E+05
  0.91227000E+01  0.31545939E+06  0.31782191E+06  0.32348763E+06  0.20675307E+05  0.50220147E+05  0.58478600E+05
  0.91271000E+01  0.31459311E+06  0.31682934E+06  0.32238524E+06  0.20685279E+05  0.49816750E+05  0.58506805E+05
  0.91316000E+01  0.31386246E+06  0.31603831E+06  0.32141350E+06  0.20695478E+05  0.49841311E+05  0.58168653E+05
  0.91360000E+01  0.31333032E+06  0.31544398E+06  0.32056691E+06  0.20705450E+05  0.49865327E+05  0.57827175E+05
  0.91405000E+01  0.31286802E+06  0.31491874E+06  0.31992098E+06  0.20715649E+05  0.49457933E+05  0.57855658E+05
  0.91449000E+01  0.31260667E+06  0.31459280E+06  0.31947050E+06  0.20725621E+05  0.49481741E+05  0.57511263E+05
  0.91494000E+01  0.31248542E+06  0.31440590E+06  0.31908916E+06  0.19671725E+05  0.49069904E+05  0.57164709E+05
  0.91538000E+01  0.31249801E+06  0.31435180E+06  0.31890539E+06  0.19681186E+05  0.48653193E+05  0.57192200E+05
  0.91583000E+01  0.31265163E+06  0.31443783E+06  0.31879200E+06  0.19690861E+05  0.48677111E+05  0.56842619E+05
  0.91627000E+01  0.31287076E+06  0.31465743E+06  0.31887755E+06  0.19700321E+05  0.48255735E+05  0.56489523E+05
  0.91672000E+01  0.31323120E+06  0.31494905E+06  0.31903416E+06  0.19709996E+05  0.48279434E+05  0.56517267E+05
  0.91717000E+01  0.31372945E+06  0.31537777E+06  0.31932611E+06  0.19719672E+05  0.47853792E+05  0.56161649E+05
  0.91761000E+01  0.31429305E+06  0.31587156E+06  0.31968229E+06  0.19729132E+05  0.47876749E+05  0.55802412E+05
  0.91806000E+01  0.31492867E+06  0.31643715E+06  0.32017727E+06  0.19738807E+05  0.47446188E+05  0.55829778E+05
  0.91850000E+01  0.31562924E+06  0.31713583E+06  0.32073629E+06  0.19748267E+05  0.47468927E+05  0.55467286E+05
  0.91895000E+01  0.31640138E+06  0.31783755E+06  0.32129868E+06  0.18627967E+05  0.47033311E+05  0.55102269E+05
  0.91939000E+01  0.31723791E+06  0.31860355E+06  0.32199233E+06  0.18636886E+05  0.47055831E+05  0.55128653E+05
  0.91984000E+01  0.31807707E+06  0.31937243E+06  0.32268909E+06  0.18646008E+05  0.47078863E+05  0.54760250E+05
  0.92028000E+01  0.31891197E+06  0.32020518E+06  0.32338197E+06  0.18654927E+05  0.46637318E+05  0.54387992E+05
  0.92073000E+01  0.31974954E+06  0.32097281E+06  0.32407798E+06  0.18664049E+05  0.46660123E+05  0.54414587E+05
  0.92117000E+01  0.32058284E+06  0.32180411E+06  0.32477011E+06  0.18672968E+05  0.46213239E+05  0.54038809E+05
  0.92162000E+01  0.32135096E+06  0.32250288E+06  0.32539836E+06  0.18682090E+05  0.46235815E+05  0.53660219E+05
  0.92206000E+01  0.32204723E+06  0.32319777E+06  0.32602286E+06  0.18691010E+05  0.45783436E+05  0.53685838E+05
  0.92251000E+01  0.32267888E+06  0.32382829E+06  0.32651683E+06  0.18700131E+05  0.45805780E+05  0.53303576E+05
  0.92296000E+01  0.32324262E+06  0.32432371E+06  0.32694387E+06  0.18709253E+05  0.45348235E+05  0.53329577E+05
  0.92340000E+01  0.32366746E+06  0.32474816E+06  0.32730051E+06  0.18718173E+05  0.45369854E+05  0.52942987E+05
  0.92385000E+01  0.32402820E+06  0.32504132E+06  0.32752694E+06  0.17517780E+05  0.44906475E+05  0.52553340E+05
  0.92429000E+01  0.32418252E+06  0.32519612E+06  0.32761597E+06  0.17526123E+05  0.44927862E+05  0.52578369E+05
  0.92474000E+01  0.32420490E+06  0.32521942E+06  0.32757440E+06  0.17534656E+05  0.44949736E+05  0.52184806E+05
  0.92518000E+01  0.32415578E+06  0.32503618E+06  0.32739472E+06  0.17542999E+05  0.44479621E+05  0.52209636E+05
  0.92563000E+01  0.32383816E+06  0.32478804E+06  0.32701611E+06  0.17551532E+05  0.44501255E+05  0.51812068E+05
  0.92607000E+01  0.32337970E+06  0.32433182E+06  0.32649767E+06  0.17559875E+05  0.44024936E+05  0.51836696E+05
  0.92652000E+01  0.32278641E+06  0.32367309E+06  0.32584542E+06  0.17568408E+05  0.44046329E+05  0.51435031E+05
  0.92696000E+01  0.32205015E+06  0.32287136E+06  0.32498321E+06  0.17576751E+05  0.44067247E+05  0.51028827E+05
  0.92741000E+01  0.32103895E+06  0.32193216E+06  0.32398401E+06  0.17585284E+05  0.43584753E+05  0.51053599E+05
  0.92786000E+01  0.31995326E+06  0.32078144E+06  0.32284259E+06  0.17593816E+05  0.43605901E+05  0.50643654E+05
  0.92830000E+01  0.31864979E+06  0.31948214E+06  0.32148475E+06  0.17602160E+05  0.43626579E+05  0.50667670E+05
  0.92875000E+01  0.31727187E+06  0.31803899E+06  0.31998335E+06  0.17610692E+05  0.43137210E+05  0.50253329E+05
  0.92919000E+01  0.31567097E+06  0.31644270E+06  0.31832901E+06  0.17619036E+05  0.43157647E+05  0.50277137E+05
  0.92964000E+01  0.31392064E+06  0.31469741E+06  0.31659595E+06  0.17627568E+05  0.43178548E+05  0.49858292E+05
  0.93008000E+01  0.31208232E+06  0.31286439E+06  0.31470520E+06  0.16327681E+05  0.42681612E+05  0.49881890E+05
  0.93053000E+01  0.31016102E+06  0.31087717E+06  0.31273146E+06  0.16335581E+05  0.42702263E+05  0.49906025E+05
  0.93097000E+01  0.30814824E+06  0.30886973E+06  0.31066613E+06  0.16343305E+05  0.42722455E+05  0.49481814E+05
  0.93142000E+01  0.30597586E+06  0.30670317E+06  0.30851392E+06  0.16351205E+05  0.42218630E+05  0.49505732E+05
  0.93186000E+01  0.30378022E+06  0.30451346E+06  0.30626607E+06  0.16358929E+05  0.42238574E+05  0.49076788E+05
  0.93231000E+01  0.30156743E+06  0.30223290E+06  0.30400036E+06  0.16366829E+05  0.42258971E+05  0.49100488E+05
  0.93276000E+01  0.29925909E+06  0.30000482E+06  0.30171299E+06  0.16374729E+05  0.41747531E+05  0.48667208E+05
  0.93320000E+01  0.29700022E+06  0.29767719E+06  0.29932555E+06  0.16382453E+05  0.41767225E+05  0.48690165E+05
  0.93365000E+01  0.29464671E+06  0.29532973E+06  0.29699272E+06  0.16390353E+05  0.41787365E+05  0.48251893E+05
  0.93409000E+01  0.29241961E+06  0.29303201E+06  0.29470954E+06  0.16398077E+05  0.41267590E+05  0.48274633E+05
  0.93454000E+01  0.29009677E+06  0.29079180E+06  0.29240711E+06  0.16405977E+05  0.41287471E+05  0.48297889E+05
  0.93498000E+01  0.28782538E+06  0.28852654E+06  0.29007860E+06  0.16413701E+05  0.41306909E+05  0.47853752E+05
  0.93543000E+01  0.28569182E+06  0.28632040E+06  0.28788586E+06  0.16421601E+05  0.41326790E+05  0.47876783E+05
  0.93587000E+01  0.28353481E+06  0.28416876E+06  0.28566876E+06  0.16429326E+05  0.40798573E+05  0.47427378E+05
  0.93632000E+01  0.28143999E+06  0.28199943E+06  0.28359176E+06  0.16437225E+05  0.40818190E+05  0.47450182E+05
  0.93676000E+01  0.27940287E+06  0.27996692E+06  0.28149219E+06  0.16444950E+05  0.40837372E+05  0.47472480E+05
  0.93721000E+01  0.27743102E+06  0.27808074E+06  0.27953709E+06  0.16452849E+05  0.40301086E+05  0.47017933E+05
  0.93766000E+01  0.27560492E+06  0.27617782E+06  0.27764556E+06  0.16460749E+05  0.40320436E+05  0.47040509E+05
  0.93810000E+01  0.27375999E+06  0.27441966E+06  0.27581620E+06  0.16468473E+05  0.40339357E+05  0.47062583E+05
  0.93855000E+01  0.27206811E+06  0.27264955E+06  0.27413899E+06  0.16476373E+05  0.40358707E+05  0.46602221E+05
  0.93899000E+01  0.27052676E+06  0.27111204E+06  0.27252822E+06  0.15047853E+05  0.40377628E+05  0.46624069E+05
  0.93944000E+01  0.26897634E+06  0.26956555E+06  0.27099117E+06  0.15055065E+05  0.39831958E+05  0.46157955E+05
  0.93988000E+01  0.26758052E+06  0.26817335E+06  0.26952351E+06  0.15062116E+05  0.39850614E+05  0.46179574E+05
  0.94033000E+01  0.26626270E+06  0.26685903E+06  0.26821710E+06  0.15069328E+05  0.39869694E+05  0.46201684E+05
  0.94077000E+01  0.26510431E+06  0.26561824E+06  0.26698390E+06  0.15076379E+05  0.39888349E+05  0.45728922E+05
  0.94122000E+01  0.26394128E+06  0.26454399E+06  0.26583090E+06  0.15083590E+05  0.39333192E+05  0.45750795E+05
  0.94166000E+01  0.26294117E+06  0.26346030E+06  0.26483969E+06  0.15090642E+05  0.39351579E+05  0.45772183E+05
  0.94211000E+01  0.26202497E+06  0.26263322E+06  0.26384551E+06  0.15097853E+05  0.39370384E+05  0.45293560E+05
  0.94256000E+01  0.26127833E+06  0.26180176E+06  0.26310577E+06  0.15105065E+05  0.39389190E+05  0.45315194E+05
  0.94300000E+01  0.26061281E+06  0.26105060E+06  0.26235957E+06  0.15112116E+05  0.39407577E+05  0.45336348E+05
  0.94345000E+01  0.25994693E+06  0.26047403E+06  0.26169979E+06  0.15119328E+05  0.38842256E+05  0.45357983E+05
  0.94389000E+01  0.25945157E+06  0.25998017E+06  0.26120939E+06  0.15126379E+05  0.38860371E+05  0.44872091E+05
  0.94434000E+01  0.25913373E+06  0.25957526E+06  0.26080757E+06  0.15133590E+05  0.38878897E+05  0.44893484E+05
  0.94478000E+01  0.25881198E+06  0.25934288E+06  0.26048945E+06  0.15140642E+05  0.38897012E+05  0.44914401E+05
  0.94523000E+01  0.25866927E+06  0.25911243E+06  0.26026110E+06  0.15147853E+05  0.38915539E+05  0.44422225E+05
  0.94567000E+01  0.25852330E+06  0.25905579E+06  0.26020578E+06  0.15154904E+05  0.38339212E+05  0.44442903E+05
  0.94612000E+01  0.25855742E+06  0.25909035E+06  0.26015292E+06  0.15162116E+05  0.38357456E+05  0.44464052E+05
  0.94656000E+01  0.25867767E+06  0.25912205E+06  0.26027391E+06  0.15169167E+05  0.38375294E+05  0.43964423E+05
  0.94701000E+01  0.25897857E+06  0.25942287E+06  0.26048608E+06  0.15176379E+05  0.38393538E+05  0.43985324E+05
  0.94746000E+01  0.25927953E+06  0.25972373E+06  0.26078672E+06  0.15183590E+05  0.38411782E+05  0.44006225E+05
  0.94790000E+01  0.25975552E+06  0.26011062E+06  0.26117303E+06  0.15190641E+05  0.37824392E+05  0.44026661E+05
  0.94835000E+01  0.26023411E+06  0.26067751E+06  0.26173862E+06  0.15197853E+05  0.37842348E+05  0.43520027E+05
  0.94879000E+01  0.26088709E+06  0.26132980E+06  0.26230112E+06  0.15204904E+05  0.37859906E+05  0.43540219E+05
  0.94924000E+01  0.26171913E+06  0.26207257E+06  0.26304207E+06  0.15212116E+05  0.37877862E+05  0.43560870E+05
  0.94968000E+01  0.26254717E+06  0.26298791E+06  0.26386717E+06  0.15219167E+05  0.37895420E+05  0.43581061E+05
  0.95013000E+01  0.26355273E+06  0.26390437E+06  0.26486897E+06  0.15226378E+05  0.37913376E+05  0.43066701E+05
  0.95057000E+01  0.26464111E+06  0.26499163E+06  0.26595317E+06  0.13625194E+05  0.37314130E+05  0.43086645E+05
  0.95102000E+01  0.26581705E+06  0.26625361E+06  0.26712457E+06  0.13631644E+05  0.37331794E+05  0.43107043E+05
  0.95146000E+01  0.26716115E+06  0.26750902E+06  0.26846333E+06  0.13637951E+05  0.37349066E+05  0.42584487E+05
  0.95191000E+01  0.26859030E+06  0.26902316E+06  0.26980056E+06  0.13644401E+05  0.37366731E+05  0.42604628E+05
  0.95235000E+01  0.27018403E+06  0.27052865E+06  0.27138829E+06  0.13650708E+05  0.37384002E+05  0.42624321E+05
  0.95280000E+01  0.27185978E+06  0.27220261E+06  0.27305779E+06  0.13657158E+05  0.37401667E+05  0.42644462E+05
  0.95325000E+01  0.27369881E+06  0.27403966E+06  0.27480502E+06  0.13663608E+05  0.36790390E+05  0.42114068E+05
  0.95369000E+01  0.27561071E+06  0.27594950E+06  0.27671028E+06  0.13669915E+05  0.36807372E+05  0.42133507E+05
  0.95414000E+01  0.27768410E+06  0.27802069E+06  0.27877652E+06  0.13676365E+05  0.36824740E+05  0.42153388E+05
  0.95458000E+01  0.27982653E+06  0.28016085E+06  0.28091162E+06  0.13682672E+05  0.36841721E+05  0.42172827E+05
  0.95503000E+01  0.28212546E+06  0.28245738E+06  0.28320276E+06  0.13689122E+05  0.36859089E+05  0.42192708E+05
  0.95547000E+01  0.28457177E+06  0.28490113E+06  0.28564081E+06  0.13695429E+05  0.36876071E+05  0.41653021E+05
  0.95592000E+01  0.28716798E+06  0.28741304E+06  0.28814696E+06  0.13701879E+05  0.36893438E+05  0.41672638E+05
  0.95636000E+01  0.28982360E+06  0.29006664E+06  0.29079453E+06  0.13708186E+05  0.36268451E+05  0.41691820E+05
  0.95681000E+01  0.29262354E+06  0.29286448E+06  0.29358612E+06  0.13714636E+05  0.36285516E+05  0.41711437E+05
  0.95725000E+01  0.29547852E+06  0.29579692E+06  0.29643271E+06  0.13720943E+05  0.36302202E+05  0.41162828E+05
  0.95770000E+01  0.29855107E+06  0.29878767E+06  0.29941770E+06  0.13727393E+05  0.36319268E+05  0.41182179E+05
  0.95815000E+01  0.30167599E+06  0.30191036E+06  0.30253446E+06  0.13733843E+05  0.36336334E+05  0.41201529E+05
  0.95859000E+01  0.30484869E+06  0.30508084E+06  0.30569904E+06  0.13740150E+05  0.36353020E+05  0.41220450E+05
  0.95904000E+01  0.30815082E+06  0.30838070E+06  0.30899287E+06  0.13746600E+05  0.35714715E+05  0.41239800E+05
  0.95948000E+01  0.31149651E+06  0.31179997E+06  0.31233030E+06  0.13752907E+05  0.35731100E+05  0.40681647E+05
  0.95993000E+01  0.31496608E+06  0.31519141E+06  0.31579149E+06  0.13759357E+05  0.35747858E+05  0.40700727E+05
  0.96037000E+01  0.31847511E+06  0.31869816E+06  0.31929219E+06  0.13765664E+05  0.35764244E+05  0.40719383E+05
  0.96082000E+01  0.32202902E+06  0.32224981E+06  0.32276441E+06  0.13772114E+05  0.35781002E+05  0.40738463E+05
  0.96126000E+01  0.32554709E+06  0.32576570E+06  0.32634794E+06  0.13778421E+05  0.35797388E+05  0.40170655E+05
  0.96171000E+01  0.32910929E+06  0.32932574E+06  0.32990224E+06  0.13784871E+05  0.35814146E+05  0.40189460E+05
  0.96215000E+01  0.33270770E+06  0.33292201E+06  0.33342152E+06  0.13791178E+05  0.35160743E+05  0.40207848E+05
  0.96260000E+01  0.33620661E+06  0.33641888E+06  0.33691367E+06  0.13797628E+05  0.35177188E+05  0.40226653E+05
  0.96305000E+01  0.33967571E+06  0.33988601E+06  0.34037621E+06  0.13804078E+05  0.35193632E+05  0.40245458E+05
  0.96349000E+01  0.34311234E+06  0.34332073E+06  0.34380648E+06  0.13810385E+05  0.35209712E+05  0.39667311E+05
  0.96394000E+01  0.34645560E+06  0.34666217E+06  0.34714369E+06  0.13816835E+05  0.35226156E+05  0.39685838E+05
  0.96438000E+01  0.34970091E+06  0.34990575E+06  0.35038325E+06  0.13823142E+05  0.35242236E+05  0.39703953E+05
  0.96483000E+01  0.35285792E+06  0.35299340E+06  0.35346717E+06  0.13829592E+05  0.35258681E+05  0.39722480E+05
  0.96527000E+01  0.35578713E+06  0.35598884E+06  0.35645906E+06  0.13835899E+05  0.34589748E+05  0.39740595E+05
  0.96572000E+01  0.35863441E+06  0.35883471E+06  0.35923497E+06  0.13842349E+05  0.34605873E+05  0.39759121E+05
  0.96616000E+01  0.36132787E+06  0.36152685E+06  0.36192450E+06  0.13848656E+05  0.34621640E+05  0.39169915E+05
  0.96661000E+01  0.36381198E+06  0.36400980E+06  0.36440510E+06  0.13855106E+05  0.34637766E+05  0.39188159E+05
  0.96705000E+01  0.36614864E+06  0.36627981E+06  0.36673852E+06  0.13861413E+05  0.34653533E+05  0.39205997E+05
  0.96750000E+01  0.36828252E+06  0.36841304E+06  0.36886952E+06  0.13867863E+05  0.34669658E+05  0.39224241E+05
  0.96795000E+01  0.37021286E+06  0.37034283E+06  0.37073246E+06  0.13874313E+05  0.34685784E+05  0.39242485E+05
  0.96839000E+01  0.37193847E+06  0.37213267E+06  0.37252078E+06  0.13880620E+05  0.34701551E+05  0.38642012E+05
  0.96884000E+01  0.37346926E+06  0.37366285E+06  0.37404973E+06  0.13887070E+05  0.34016237E+05  0.38659968E+05
  0.96928000E+01  0.37486381E+06  0.37499252E+06  0.37537838E+06  0.13893377E+05  0.34031685E+05  0.38677526E+05
  0.96973000E+01  0.37600254E+06  0.37619518E+06  0.37651603E+06  0.13899827E+05  0.34047485E+05  0.38695482E+05
  0.97017000E+01  0.37700759E+06  0.37719989E+06  0.37752017E+06  0.13906134E+05  0.34062933E+05  0.38713040E+05
  0.97062000E+01  0.37788741E+06  0.37801544E+06  0.37839928E+06  0.13912584E+05  0.34078733E+05  0.38730996E+05
  0.97106000E+01  0.37857082E+06  0.37869873E+06  0.37908223E+06  0.13918891E+05  0.34094182E+05  0.38118454E+05
  0.97151000E+01  0.37913005E+06  0.37925790E+06  0.37964118E+06  0.13925341E+05  0.34109981E+05  0.38136118E+05
  0.97195000E+01  0.37962144E+06  0.37974924E+06  0.38006854E+06  0.13931648E+05  0.34125430E+05  0.38153390E+05
  0.97240000E+01  0.37998897E+06  0.38011676E+06  0.38043605E+06  0.13938099E+05  0.33422386E+05  0.38171055E+05
  0.97285000E+01  0.38022875E+06  0.38042048E+06  0.38073981E+06  0.13944549E+05  0.33437853E+05  0.38188719E+05
  0.97329000E+01  0.38046467E+06  0.38065645E+06  0.38097587E+06  0.13950856E+05  0.33452976E+05  0.38205991E+05
  0.97374000E+01  0.38070454E+06  0.38083244E+06  0.38115202E+06  0.13957306E+05  0.33468443E+05  0.37581196E+05
  0.97418000E+01  0.38087657E+06  0.38100453E+06  0.38132425E+06  0.12092843E+05  0.33483567E+05  0.37598177E+05
  0.97463000E+01  0.38105251E+06  0.38118053E+06  0.38150039E+06  0.12098429E+05  0.33499033E+05  0.37615545E+05
  0.97507000E+01  0.38122453E+06  0.38135261E+06  0.38167262E+06  0.12103891E+05  0.33514157E+05  0.37632527E+05
  0.97552000E+01  0.38140047E+06  0.38152861E+06  0.38184876E+06  0.12109477E+05  0.33529624E+05  0.37649894E+05
  0.97596000E+01  0.38163660E+06  0.38176477E+06  0.38208502E+06  0.12114939E+05  0.33544747E+05  0.37666876E+05
  0.97641000E+01  0.38194080E+06  0.38206899E+06  0.38232524E+06  0.12120525E+05  0.33560214E+05  0.37028815E+05
  0.97685000E+01  0.38217704E+06  0.38230527E+06  0.38262565E+06  0.12125987E+05  0.32837328E+05  0.37045502E+05
  0.97730000E+01  0.38254551E+06  0.38267373E+06  0.38293004E+06  0.12131573E+05  0.32852455E+05  0.37062567E+05
  0.97775000E+01  0.38291406E+06  0.38304227E+06  0.38329857E+06  0.12137159E+05  0.32867582E+05  0.37079633E+05
  0.97819000E+01  0.38327877E+06  0.38340697E+06  0.38366326E+06  0.12142621E+05  0.32882372E+05  0.37096319E+05
  0.97864000E+01  0.38364747E+06  0.38377568E+06  0.38409600E+06  0.12148207E+05  0.32897499E+05  0.37113385E+05
  0.97908000E+01  0.38407644E+06  0.38414053E+06  0.38446084E+06  0.12153669E+05  0.32912290E+05  0.36461006E+05
  0.97953000E+01  0.38444530E+06  0.38457347E+06  0.38482968E+06  0.12159255E+05  0.32927417E+05  0.36477764E+05
  0.97997000E+01  0.38481032E+06  0.38487440E+06  0.38519468E+06  0.12164716E+05  0.32942208E+05  0.36494149E+05
  0.98042000E+01  0.38511524E+06  0.38517934E+06  0.38549965E+06  0.12170302E+05  0.32957335E+05  0.36510907E+05
  0.98086000E+01  0.38535220E+06  0.38541632E+06  0.38573672E+06  0.12175764E+05  0.32972126E+05  0.36527293E+05
  0.98131000E+01  0.38546484E+06  0.38559314E+06  0.38584960E+06  0.12181350E+05  0.32228824E+05  0.36544051E+05
  0.98175000E+01  0.38550928E+06  0.38563768E+06  0.38589434E+06  0.12186812E+05  0.32243275E+05  0.35877004E+05
  0.98220000E+01  0.38549322E+06  0.38555749E+06  0.38587865E+06  0.12192398E+05  0.32258054E+05  0.35893449E+05
  0.98265000E+01  0.38528385E+06  0.38541255E+06  0.38566984E+06  0.12197984E+05  0.32272833E+05  0.35909893E+05
  0.98309000E+01  0.38494088E+06  0.38500535E+06  0.38526314E+06  0.12203446E+05  0.32287284E+05  0.35925973E+05
  0.98354000E+01  0.38440683E+06  0.38453606E+06  0.38479440E+06  0.12209032E+05  0.32302063E+05  0.35942418E+05
  0.98398000E+01  0.38373734E+06  0.38380213E+06  0.38406119E+06  0.12214494E+05  0.32316514E+05  0.35958497E+05
  0.98443000E+01  0.38287417E+06  0.38293917E+06  0.38319906E+06  0.12220080E+05  0.32331293E+05  0.35974942E+05
  0.98487000E+01  0.38174242E+06  0.38187291E+06  0.38213375E+06  0.12225542E+05  0.32345744E+05  0.35292100E+05
  0.98532000E+01  0.38047787E+06  0.38060891E+06  0.38087086E+06  0.12231128E+05  0.32360523E+05  0.35308225E+05
  0.98576000E+01  0.37900520E+06  0.37913687E+06  0.37940007E+06  0.12236590E+05  0.32374974E+05  0.35323992E+05
  0.98621000E+01  0.37739539E+06  0.37746157E+06  0.37772618E+06  0.12242176E+05  0.32389753E+05  0.35340118E+05
  0.98665000E+01  0.37550546E+06  0.37557203E+06  0.37583821E+06  0.12247638E+05  0.31623265E+05  0.35355885E+05
  0.98710000E+01  0.37347215E+06  0.37353914E+06  0.37380701E+06  0.12253224E+05  0.31637688E+05  0.35372010E+05
  0.98754000E+01  0.37121761E+06  0.37135253E+06  0.37155481E+06  0.12258686E+05  0.31651790E+05  0.35387777E+05
  0.98799000E+01  0.36881284E+06  0.36894876E+06  0.36915254E+06  0.12264272E+05  0.31666213E+05  0.34688598E+05
  0.98844000E+01  0.36625063E+06  0.36638762E+06  0.36659301E+06  0.12269858E+05  0.31680636E+05  0.34704398E+05
  0.98888000E+01  0.36359267E+06  0.36366174E+06  0.36393786E+06  0.12275319E+05  0.31694739E+05  0.34719847E+05
  0.98933000E+01  0.36077446E+06  0.36084413E+06  0.36112267E+06  0.12280905E+05  0.31709162E+05  0.34735646E+05
  0.98977000E+01  0.35785473E+06  0.35792503E+06  0.35820609E+06  0.12286367E+05  0.31723264E+05  0.34751095E+05
  0.99022000E+01  0.35483813E+06  0.35498004E+06  0.35519279E+06  0.12291953E+05  0.31737687E+05  0.34766894E+05
  0.99066000E+01  0.35178633E+06  0.35185797E+06  0.35207280E+06  0.12297415E+05  0.31751790E+05  0.34782343E+05
  0.99111000E+01  0.34863328E+06  0.34877797E+06  0.34899490E+06  0.12303001E+05  0.31766213E+05  0.34065468E+05
  0.99155000E+01  0.34551503E+06  0.34558810E+06  0.34580722E+06  0.12308463E+05  0.31780315E+05  0.34080591E+05
  0.99200000E+01  0.34236600E+06  0.34243981E+06  0.34266114E+06  0.12314049E+05  0.30989677E+05  0.34096058E+05
